title,price,rating,in_stock
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,True
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,True
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,True
Under the Tuscan Sun,37.33,3,True
Toddlers Are A**holes: It's Not Your Fault,25.55,1,True
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,True
The Whale,35.96,4,True
The Story of Art,41.14,4,True
The Origin of Species,10.01,4,True
The Great Gatsby,36.05,4,True
The Good Girl,49.03,3,True
The Glass Castle,16.24,1,True
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,True
The Drowning Girls,35.67,3,True
The Constant Princess (The Tudor Court #1),16.62,3,True
The Bourne Identity (Jason Bourne #1),42.78,4,True
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,True
The Art Book,32.34,2,True
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,True
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,True
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,True
"Sit, Stay, Love",20.9,3,True
Sister Dear,40.2,4,True
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,True
"Rich Dad, Poor Dad",51.74,1,True
Raymie Nightingale,34.41,2,True
Playing from the Heart,32.38,1,True
Nightstruck: A Novel,50.35,4,True
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,True
Meternity,43.58,3,True
Memoirs of a Geisha,49.67,3,True
Like Never Before (Walker Family #2),28.77,2,True
Life of Pi,13.22,4,True
Leave This Song Behind: Teen Poetry at Its Best,51.17,5,True
King's Folly (The Kinsman Chronicles #1),39.61,5,True
John Adams,57.43,4,True
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,True
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,True
Good in Bed (Cannie Shapiro #1),37.05,5,True
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,True
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,True
Finding God in the Ruins: How God Redeems Pain,46.64,2,True
Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,True
Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,True
Counted With the Stars (Out from Egypt #1),17.97,5,True
"Chronicles, Vol. 1",52.6,2,True
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,True
Benjamin Franklin: An American Life,48.19,3,True
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,True
A Summer In Europe,44.34,2,True
A Short History of Nearly Everything,52.4,5,True
A Gathering of Shadows (Shades of Magic #2),44.81,4,True
The Sound Of Love,57.84,5,True
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,True
The Perks of Being a Wallflower,55.02,3,True
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,True
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,True
The Makings of a Fatherless Child,31.58,2,True
The Joy of Cooking,43.27,4,True
The Invention of Wings,37.34,1,True
The Hobbit (Middle-Earth Universe),17.8,5,True
The Great Railway Bazaar,30.54,1,True
The Golden Compass (His Dark Materials #1),18.77,1,True
The God Delusion,46.85,3,True
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,True
The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,True
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,True
The Barefoot Contessa Cookbook,59.92,5,True
Tell the Wolves I'm Home,50.96,2,True
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,True
Pride and Prejudice,19.27,4,True
Musicophilia: Tales of Music and the Brain,46.58,1,True
Mere Christianity,48.51,3,True
Me Before You (Me Before You #1),19.02,1,True
In the Woods (Dublin Murder Squad #1),38.38,2,True
In Cold Blood,49.98,4,True
How to Stop Worrying and Start Living,46.49,5,True
Give It Back,18.32,2,True
"Girl, Interrupted",42.14,3,True
Fun Home: A Family Tragicomic,56.59,4,True
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,True
Deception Point,40.32,4,True
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,True
Catherine the Great: Portrait of a Woman,58.55,4,True
Better Homes and Gardens New Cook Book,39.61,3,True
An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,True
A Year in Provence (Provence #1),56.88,4,True
World Without End (The Pillars of the Earth #2),32.97,4,True
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,True
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,True
Where She Went (If I Stay #2),41.73,4,True
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,True
Two Summers,14.64,1,True
This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,True
The Secret Garden,15.08,4,True
The Raven King (The Raven Cycle #4),30.57,2,True
The Raven Boys (The Raven Cycle #1),57.74,4,True
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,True
The Metamorphosis,28.58,1,True
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,True
The Little Paris Bookshop,24.73,3,True
The Hiding Place,55.91,4,True
The Grand Design,13.76,3,True
The Firm,45.56,3,True
The Fault in Our Stars,47.22,1,True
The False Prince (The Ascendance Trilogy #1),56.0,5,True
The Expatriates,44.58,2,True
The Dream Thieves (The Raven Cycle #2),34.5,1,True
The Darkest Corners,11.33,5,True
The Crossover,38.77,4,True
The 5th Wave (The 5th Wave #1),11.83,2,True
Tell the Wind and Fire,45.51,3,True
Tell Me Three Things,41.81,1,True
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,True
Siddhartha,34.22,5,True
Shiver (The Wolves of Mercy Falls #1),16.23,5,True
Remember Me?,11.48,3,True
Red Dragon (Hannibal Lecter #1),23.37,3,True
Peak: Secrets from the New Science of Expertise,16.28,2,True
My Mother Was Nuts,31.63,4,True
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,True
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,True
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,True
Logan Kade (Fallen Crest High #5.5),13.12,2,True
Last One Home (New Beginnings #1),59.98,3,True
Killing Floor (Jack Reacher #1),31.49,4,True
Kill the Boy Band,15.52,5,True
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,True
If I Stay (If I Stay #1),38.13,5,True
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,True
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,True
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,True
Foundation (Foundation (Publication Order) #1),32.42,1,True
Fool Me Once,16.96,1,True
Find Her (Detective D.D. Warren #8),22.37,1,True
Evicted: Poverty and Profit in the American City,42.27,1,True
Drama,38.7,2,True
Dracula the Un-Dead,35.63,5,True
Digital Fortress,58.0,5,True
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,True
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,True
Critique of Pure Reason,20.75,1,True
Booked,17.49,5,True
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,True
Approval Junkie: Adventures in Caring Too Much,58.81,5,True
An Abundance of Katherines,10.0,5,True
America's War for the Greater Middle East: A Military History,51.22,2,True
Alight (The Generations Trilogy #2),58.59,4,True
A Girl's Guide to Moving On (New Beginnings #2),31.3,1,True
A Game of Thrones (A Song of Ice and Fire #1),46.42,2,True
A Feast for Crows (A Song of Ice and Fire #4),17.21,4,True
A Clash of Kings (A Song of Ice and Fire #2),10.79,3,True
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,True
The Shining (The Shining #1),27.88,3,True
The Pilgrim's Progress,50.26,2,True
The Perfect Play (Play by Play #1),59.99,3,True
The Passion of Dolssa,28.32,5,True
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,True
The Hunger Games (The Hunger Games #1),29.85,5,True
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,True
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,True
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,True
The Demonists (Demonist #1),52.11,2,True
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,True
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,True
The Beast (Black Dagger Brotherhood #14),46.08,5,True
Some Women,13.73,5,True
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,True
Paper and Fire (The Great Library #2),49.45,5,True
Outlander (Outlander #1),19.67,5,True
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,True
No One Here Gets Out Alive,20.02,5,True
Night Shift (Night Shift #1-20),12.75,4,True
Needful Things,47.51,4,True
Mockingjay (The Hunger Games #3),20.44,4,True
Misery,34.79,2,True
Little Women (Little Women #1),28.07,4,True
It,25.01,3,True
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,True
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,True
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,True
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,True
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,True
Gone with the Wind,32.49,3,True
God Is Not Great: How Religion Poisons Everything,27.8,1,True
Girl With a Pearl Earring,26.77,1,True
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,True
Far From True (Promise Falls Trilogy #2),34.93,2,True
Dark Lover (Black Dagger Brotherhood #1),12.87,1,True
Confessions of a Shopaholic (Shopaholic #1),48.94,2,True
Changing the Game (Play by Play #2),13.38,3,True
Candide,58.63,3,True
Can You Keep a Secret?,21.94,1,True
Atlas Shrugged,26.58,5,True
Animal Farm,57.22,3,True
A Walk to Remember,56.43,1,True
A New Earth: Awakening to Your Life's Purpose,55.65,5,True
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,True
'Salem's Lot,49.56,4,True
Zero History (Blue Ant #3),34.77,1,True
Wuthering Heights,17.73,3,True
World War Z: An Oral History of the Zombie War,21.8,1,True
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,True
"Where'd You Go, Bernadette",18.13,1,True
When You Are Engulfed in Flames,30.89,5,True
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,True
We Are All Completely Beside Ourselves,24.04,1,True
Walk the Edge (Thunder Road #2),32.36,3,True
Voyager (Outlander #3),21.07,5,True
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,True
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,True
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,True
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,True
Two Boys Kissing,32.74,2,True
Twilight (Twilight #1),41.93,2,True
Twenties Girl,42.8,2,True
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,True
Three-Martini Lunch,23.21,3,True
"Thinking, Fast and Slow",21.14,1,True
The Wild Robot,56.07,3,True
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,True
The Undomestic Goddess,45.75,4,True
The Travelers,15.77,1,True
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,True
The Thing About Jellyfish,48.77,1,True
The Stand,57.86,2,True
The Smitten Kitchen Cookbook,23.59,1,True
The Silkworm (Cormoran Strike #2),23.05,5,True
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,True
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,True
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,True
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,True
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,True
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,True
The Red Tent,35.66,5,True
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,True
The Purest Hook (Second Circle Tattoos #3),12.25,1,True
The Picture of Dorian Gray,29.7,2,True
The Paris Wife,36.8,3,True
The Obsession,45.43,1,True
The Nightingale,26.26,4,True
The New Guy (and Other Senior Year Distractions),44.92,3,True
The Nanny Diaries (Nanny #1),52.53,5,True
The Name of God is Mercy,37.25,2,True
The Maze Runner (The Maze Runner #1),20.93,1,True
The Lover's Dictionary,58.09,2,True
The Lonely Ones,43.59,5,True
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,True
The Last Painting of Sara de Vos,55.55,2,True
"The Land of 10,000 Madonnas",29.64,4,True
The Infinities,27.41,1,True
The Husband's Secret,52.51,5,True
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,True
The Guns of August,14.54,2,True
The Guernsey Literary and Potato Peel Pie Society,49.53,1,True
The Goldfinch,43.58,3,True
The Giver (The Giver Quartet #1),12.3,1,True
The Girl with All the Gifts,49.47,3,True
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,True
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,True
The Exiled,43.45,3,True
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,True
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,True
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,True
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,True
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,True
The Day the Crayons Came Home (Crayons),26.33,5,True
The Da Vinci Code (Robert Langdon #2),22.96,2,True
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,True
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,True
The Complete Poems,41.32,5,True
The Catcher in the Rye,24.55,1,True
The Cat in the Hat (Beginner Books B-1),16.26,2,True
The Case for Christ (Cases for Christianity),47.84,1,True
The Book Thief,53.49,2,True
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,True
The Blind Side: Evolution of a Game,53.71,5,True
The Autobiography of Malcolm X,23.43,2,True
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,True
The Art of Fielding,22.1,1,True
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,True
Stiff: The Curious Lives of Human Cadavers,36.74,3,True
Spilled Milk: Based on a True Story,49.51,1,True
Something Borrowed (Darcy & Rachel #1),48.96,5,True
Something Blue (Darcy & Rachel #2),54.62,1,True
Soldier (Talon #3),24.72,2,True
Shopaholic & Baby (Shopaholic #5),46.45,2,True
Seven Days in the Art World,52.33,2,True
Seven Brief Lessons on Physics,30.6,4,True
Scarlet (The Lunar Chronicles #2),14.57,4,True
Sarah's Key,46.29,1,True
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,True
Running with Scissors,12.91,4,True
Rogue Lawyer (Rogue Lawyer #1),50.11,3,True
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,True
Rework,44.88,2,True
Reservations for Two,11.1,3,True
Red: The True Story of Red Riding Hood,28.54,3,True
Ready Player One,19.07,4,True
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,True
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,True
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,True
Packing for Mars: The Curious Science of Life in the Void,56.68,2,True
Outliers: The Story of Success,14.16,1,True
Original Fake,31.45,3,True
Orange Is the New Black,24.61,2,True
One for the Money (Stephanie Plum #1),32.87,2,True
Notes from a Small Island (Notes From a Small Island #1),40.17,1,True
Night (The Night Trilogy #1),13.51,1,True
Neither Here nor There: Travels in Europe,38.95,3,True
Naked,31.69,3,True
Morning Star (Red Rising #3),29.4,1,True
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,True
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,True
Me Talk Pretty One Day,57.6,2,True
Manuscript Found in Accra,34.98,2,True
Lust & Wonder,11.87,2,True
Lila (Gilead #3),12.47,3,True
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,True
Life Without a Recipe,59.04,5,True
Life After Life,26.13,2,True
Letter to a Christian Nation,22.2,1,True
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,True
Legend (Legend #1),43.69,4,True
"Lean In: Women, Work, and the Will to Lead",25.02,1,True
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,True
Lady Renegades (Rebel Belle #3),53.04,5,True
Jurassic Park (Jurassic Park #1),44.97,1,True
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,True
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,True
Into the Wild,56.7,5,True
Inferno (Robert Langdon #4),41.0,5,True
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,True
If I Run (If I Run #1),49.97,4,True
I've Got Your Number,19.69,1,True
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,True
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,True
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,True
House of Leaves,54.89,1,True
Horrible Bear!,37.52,2,True
Holidays on Ice,51.07,2,True
Heir to the Sky,44.07,4,True
Green Eggs and Ham (Beginner Books B-16),10.79,4,True
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,True
Gratitude,26.66,5,True
Gone Girl,37.6,5,True
Golden (Heart of Dread #3),42.21,4,True
Girl in the Blue Coat,46.83,2,True
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,True
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,True
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,True
Fifty Shades Freed (Fifty Shades #3),15.36,5,True
Fellside,38.62,1,True
Extreme Prey (Lucas Davenport #26),25.4,3,True
Eragon (The Inheritance Cycle #1),43.87,3,True
Eclipse (Twilight #3),18.74,1,True
Dune (Dune #1),54.86,1,True
Dracula,52.62,3,True
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,True
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,True
Dead Wake: The Last Crossing of the Lusitania,39.24,5,True
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,True
Darkfever (Fever #1),56.02,1,True
Dark Places,23.9,5,True
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,True
Counting Thyme,10.62,1,True
Cosmos,36.17,2,True
Civilization and Its Discontents,59.95,2,True
Cinder (The Lunar Chronicles #1),26.09,1,True
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,True
Career of Evil (Cormoran Strike #3),24.72,2,True
Breaking Dawn (Twilight #4),35.28,5,True
Brave Enough,51.32,5,True
Boy Meets Boy,21.12,3,True
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,True
Blink: The Power of Thinking Without Thinking,21.74,5,True
Black Flags: The Rise of ISIS,40.87,1,True
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,True
Big Little Lies,22.11,1,True
Between Shades of Gray,20.79,5,True
Best of My Love (Fool's Gold #20),27.41,2,True
Beowulf,38.35,2,True
Beautiful Creatures (Caster Chronicles #1),21.55,5,True
Awkward,38.02,2,True
Ash,22.06,4,True
Are We There Yet?,10.66,3,True
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,True
Annie on My Mind,36.83,5,True
And Then There Were None,35.01,2,True
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,True
A Visit from the Goon Squad,14.08,5,True
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,True
A Heartbreaking Work of Staggering Genius,54.29,5,True
8 Keys to Mental Health Through Exercise,31.04,1,True
#GIRLBOSS,50.96,1,True
"The Suffragettes (Little Black Classics, #96)",11.89,2,True
The Sense of an Ending,31.38,3,True
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,True
The Course of Love,16.78,3,True
Sugar Rush (Offensive Line #2),24.42,1,True
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,True
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,True
New Moon (Twilight #2),12.86,4,True
Life,31.58,5,True
Kindle Paperwhite User's Guide,34.0,3,True
H is for Hawk,57.42,5,True
Girl Online On Tour (Girl Online #2),53.47,1,True
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,True
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,True
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,True
While You Were Mine,41.32,5,True
Where Lightning Strikes (Bleeding Stars #3),39.77,3,True
When I'm Gone,51.96,3,True
Ways of Seeing,39.51,5,True
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,True
Vampire Girl (Vampire Girl #1),53.82,2,True
Twenty Love Poems and a Song of Despair,30.95,4,True
Travels with Charley: In Search of America,57.82,5,True
Three Wishes (River of Time: California #1),44.18,2,True
This One Moment (Pushing Limits #1),48.71,1,True
The Zombie Room,19.69,5,True
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,True
The Tumor,41.56,5,True
The Story of Hong Gildong,43.19,4,True
The Silent Wife,12.34,5,True
The Silent Twin (Detective Jennifer Knight #3),36.25,3,True
The Selfish Gene,29.45,1,True
The Secret Healer,34.56,3,True
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,True
The Republic,33.78,3,True
The Odyssey,29.64,3,True
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,True
The Nicomachean Ethics,36.34,1,True
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,True
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,True
The Little Prince,45.42,2,True
The Light of the Fireflies,54.43,1,True
The Last Girl (The Dominion Trilogy #1),36.26,2,True
The Iliad,16.16,1,True
The Hook Up (Game On #1),36.29,5,True
The Haters,27.89,5,True
The Girl You Lost,12.29,5,True
The Girl In The Ice (DCI Erika Foster #1),15.85,3,True
The End of the Jesus Era (An Investigation #1),14.4,1,True
The Edge of Reason (Bridget Jones #2),19.18,4,True
The Complete Maus (Maus #1-2),10.64,3,True
The Communist Manifesto,14.76,3,True
The Bhagavad Gita,57.49,3,True
The Bette Davis Club,30.66,3,True
The Art of Not Breathing,40.83,4,True
Taking Shots (Assassins #1),18.88,2,True
Starlark,25.83,3,True
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,True
Sister Sable (The Mad Queen #1),13.33,3,True
Shatter Me (Shatter Me #1),42.4,1,True
Shameless,58.35,3,True
Shadow Rites (Jane Yellowrock #10),21.72,4,True
Settling the Score (The Summer Games #1),44.91,2,True
Sense and Sensibility,37.46,1,True
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,True
"Rhythm, Chord & Malykhin",28.34,2,True
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,True
Paradise Lost (Paradise #1),24.96,1,True
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,True
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,True
Origins (Alphas 0.5),28.99,1,True
One Second (Seven #7),52.94,2,True
On the Road (Duluoz Legend),32.36,3,True
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,True
Off Sides (Off #1),39.45,5,True
Of Mice and Men,47.11,2,True
Myriad (Prentor #1),58.75,4,True
My Perfect Mistake (Over the Top #1),38.92,2,True
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,True
Meditations,25.89,2,True
Matilda,28.34,1,True
Lost Among the Living,27.7,4,True
Lord of the Flies,24.89,3,True
Listen to Me (Fusion #1),58.99,3,True
Kitchens of the Great Midwest,57.2,5,True
Jane Eyre,38.43,5,True
Imperfect Harmony,34.74,4,True
Icing (Aces Hockey #2),40.44,4,True
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,True
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,True
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,True
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,True
Frankenstein,38.0,2,True
Forever Rockers (The Rocker #12),28.8,3,True
Fighting Fate (Fighting #6),39.24,3,True
Emma,32.93,2,True
"Eat, Pray, Love",51.32,3,True
Deep Under (Walker Security #1),47.09,5,True
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,True
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,True
Charity's Cross (Charles Towne Belles #4),41.24,1,True
Bright Lines,39.07,5,True
Bridget Jones's Diary (Bridget Jones #1),29.82,1,True
Bounty (Colorado Mountain #7),37.26,4,True
Blood Defense (Samantha Brinkman #1),20.3,3,True
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,True
Beyond Good and Evil,43.38,1,True
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,True
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,True
A Spy's Devotion (The Regency Spies of London #1),16.97,5,True
1st to Die (Women's Murder Club #1),53.98,1,True
"1,000 Places to See Before You Die",26.08,5,True
